
2012/06/12 14:52:30 [error] 5645#0: *1 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 14:55:54 [error] 5645#0: *66 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 14:55:57 [error] 5645#0: *66 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 15:33:30 [error] 5814#0: *1 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 15:37:29 [error] 5814#0: *3 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/12 21:19:43 [error] 1229#0: *1 open() "/home/nelson/workspace/oau/oau/media/default/img/open.png" failed (13: Permission denied), client: 127.0.0.1, server: oau.cl, request: "GET /media/default/img/open.png HTTP/1.1", host: "127.0.0.1"
2012/06/26 21:11:24 [error] 1237#0: *42 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:11:24 [error] 1237#0: *44 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:11:25 [error] 1237#0: *44 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:11:25 [error] 1237#0: *44 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:11:25 [error] 1237#0: *46 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:13:28 [error] 1237#0: *70 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:15:02 [error] 1237#0: *77 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:15:41 [error] 1237#0: *75 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:18:06 [error] 1237#0: *87 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:23:27 [error] 1237#0: *94 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:24:55 [error] 1237#0: *98 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:25:34 [error] 1237#0: *99 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:26:37 [error] 1237#0: *99 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:27:36 [error] 1237#0: *101 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:35:38 [error] 1237#0: *105 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:42:58 [error] 1237#0: *117 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:44:27 [error] 1237#0: *124 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:55:37 [error] 1237#0: *137 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:56:32 [error] 1237#0: *136 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:56:52 [error] 1237#0: *138 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:57:29 [error] 1237#0: *137 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 21:58:22 [error] 1237#0: *137 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:06:16 [error] 1237#0: *149 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:09:33 [error] 1237#0: *158 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:05 [error] 1237#0: *154 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:21 [error] 1237#0: *156 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:35 [error] 1237#0: *157 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:36 [error] 1237#0: *156 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:37 [error] 1237#0: *155 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:37 [error] 1237#0: *152 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:37 [error] 1237#0: *152 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:38 [error] 1237#0: *155 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:38 [error] 1237#0: *152 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:38 [error] 1237#0: *155 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:38 [error] 1237#0: *157 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:38 [error] 1237#0: *152 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:38 [error] 1237#0: *157 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:39 [error] 1237#0: *157 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:39 [error] 1237#0: *157 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:39 [error] 1237#0: *154 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:39 [error] 1237#0: *158 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:39 [error] 1237#0: *176 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:40 [error] 1237#0: *157 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:40 [error] 1237#0: *152 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:40 [error] 1237#0: *182 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:40 [error] 1237#0: *157 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:40 [error] 1237#0: *184 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:41 [error] 1237#0: *157 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:41 [error] 1237#0: *176 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:41 [error] 1237#0: *182 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:10:41 [error] 1237#0: *190 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:13:10 [error] 1237#0: *196 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:14:39 [error] 1237#0: *204 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:15:12 [error] 1237#0: *205 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:15:43 [error] 1237#0: *202 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:16:12 [error] 1237#0: *203 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:16:27 [error] 1237#0: *205 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:17:29 [error] 1237#0: *205 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:23:39 [error] 1237#0: *215 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:09 [error] 1237#0: *223 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:30 [error] 1237#0: *223 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:52 [error] 1237#0: *221 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:52 [error] 1237#0: *222 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:53 [error] 1237#0: *221 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:53 [error] 1237#0: *222 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:53 [error] 1237#0: *223 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:53 [error] 1237#0: *222 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:53 [error] 1237#0: *223 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:54 [error] 1237#0: *220 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:25:54 [error] 1237#0: *224 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:26:15 [error] 1237#0: *221 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:26:16 [error] 1237#0: *224 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:26:16 [error] 1237#0: *224 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:26:16 [error] 1237#0: *223 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:26:16 [error] 1237#0: *224 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
2012/06/26 22:26:17 [error] 1237#0: *218 open() "/home/nelson/workspace/oau/oau/static/bootstrap/img/glyphicons/glyphicons_042_group.png" failed (2: No such file or directory), client: 127.0.0.1, server: oau.cl, request: "GET /static/bootstrap/img/glyphicons/glyphicons_042_group.png HTTP/1.1", host: "127.0.0.1", referrer: "http://127.0.0.1/"
